id,url,tag,right_tag_cn,您的注释,待验证组合tag,待验证相克tag
4172,semi-rimless_eyewear,semi-rimless_eyewear,无上框眼镜,,,
4173,sepia,sepia,深棕色|乌贼墨色,,,
4174,serafuku,serafuku,水手服,,,
4175,serious,serious,严肃的,,,
4176,serval_tail,serval_tail,薮猫尾巴,,,
4177,setsubun,setsubun,节分习俗,,,
4178,severed_head,severed_head,断下来的头,,,
4179,sewing,sewing,缝纫,,,
4180,sex,sex,性交,,,
4181,sex_from_behind,sex_from_behind,泛指从身后插入的体位,,,
4182,sex_machine,sex_machine,机械奸,,,
4183,sex_toy,sex_toy,性爱玩具,,,
4184,sextuplets,sextuplets,六人组,,,
4185,sexually_suggestive,sexually_suggestive,性暗示,,,
4186,shackles,shackles,手铐|镣铐|枷锁,,,
4187,shade,shade,日荫,,,
4188,shaded_face,shaded_face,阴沉脸,,,
4189,shading_eyes,shading_eyes,遮阳手势,,,
4190,shadow,shadow,阴影,,,
4191,shako_cap,shako_cap,乐队礼帽,,,
4192,shallow_water,shallow_water,浅水,,,
4193,shared_bathing,shared_bathing,共浴|鸳鸯浴,,,
4194,shared_food,shared_food,共享食物|用嘴递食物,,,
4195,shared_scarf,shared_scarf,共用一条围巾,,,
4196,shared_umbrella,shared_umbrella,相合伞,,,
4197,shark,shark,鲨鱼,,,
4198,sharp_fingernails,sharp_fingernails,锐利的手指甲,,,
4199,sharp_teeth,sharp_teeth,鲨鱼牙|锯齿牙,,,
4200,sharp_toenails,sharp_toenails,锐利的脚趾甲,,,
4201,shaved_ice,shaved_ice,刨冰,,,
4202,shawl,shawl,披巾|披帛,,,
4203,sheath,sheath,刀鞘|护套,,,
4204,sheathed,sheathed,戴着护套的|入鞘的,,,
4205,sheep,sheep,羊,,,
4206,sheep_ears,sheep_ears,羊耳,,,
4207,sheep_girl,sheep_girl,羊女孩,,,
4208,sheep_horns,sheep_horns,羊角,,,
4209,sheer_clothes,sheer_clothes,透明的衣服,,,
4210,sheer_legwear,sheer_legwear,透明的裤袜,,,
4211,sheet_grab,sheet_grab,抓着床单,,,
4212,sheet_music,sheet_music,乐谱,,,
4213,shelf,shelf,架子,,,
4214,shell,shell,贝壳,,,
4215,shell_bikini,shell_bikini,贝壳比基尼,,,
4216,shell_casing,shell_casing,弹药匣,,,
4217,shiba_inu,shiba_inu,柴犬,,,
4218,shibari,shibari,绳缚,,,
4219,shibari_over_clothes,shibari_over_clothes,着衣绑缚,,,
4220,shide,shide,纸垂,,,
4221,shield,shield,盾,,,
4222,shikigami,shikigami,式神,,,
4223,shikishi,shikishi,色纸,,,
4224,shimenawa,shimenawa,注连绳|七五三绳,,,
4225,shin_guards,shin_guards,胫甲,,,
4226,shinai,shinai,竹刀,,,
4227,shinda_sekai_sensen_uniform,shinda_sekai_sensen_uniform,死后世界战线制服,,,
4228,shindan_maker,shindan_maker,二次元女体化梗,,,
4229,shinsengumi,shinsengumi,新选组,,,
4230,shiny,shiny,光泽,,,
4231,shiny_clothes,shiny_clothes,有光泽的衣服,,,
4232,shiny_hair,shiny_hair,有光泽的 头发,,,
4233,shiny_pokemon,shiny_pokemon,闪光宝可梦,,,
4234,shiny_skin,shiny_skin,有光泽的皮肤,,,
4235,ship,ship,船,,,
4236,shirt,shirt,衬衫,,,
4237,shirt_lift,shirt_lift,拉起掀起卷起衬衫,,,
4238,shirt_pull,shirt_pull,拉开衬衫,,,
4239,shirt_removed,shirt_removed,脱下衬衫,,,
4240,shirt_tucked_in,shirt_tucked_in,衬衫外有其他衣服,,,
4241,shirt_tug,shirt_tug,扯住衬衫,,,
4242,shirtless,shirtless,赤膊的(男性),,,
4243,shoe_dangle,shoe_dangle,用脚趾吊着鞋,,,
4244,shoe_soles,shoe_soles,鞋底,,,
4245,shoelaces,shoelaces,鞋带,,,
4246,shoes,shoes,鞋子,,,
4247,shoes_removed,shoes_removed,脱下的鞋,,,
4248,shooting_star,shooting_star,流星,,,
4249,shop,shop,店铺,,,
4250,shopping,shopping,购物,,,
4251,shopping_bag,shopping_bag,购物袋,,,
4252,shore,shore,岸,,,
4253,short_dress,short_dress,短裙,,,
4254,short_eyebrows,short_eyebrows,豆豆眉|短眉毛,,,
4255,short_hair,short_hair,短发,,,
4256,short_hair_with_long_locks,short_hair_with_long_locks,扎起或卷起一部分长发,,,
4257,short_jumpsuit,short_jumpsuit,短裤腿连体衣,,,
4258,short_kimono,short_kimono,短下摆和服,,,
4259,short_necktie,short_necktie,短领带,,,
4260,short_over_long_sleeves,short_over_long_sleeves,内侧穿着长袖外面套着短袖衣服,,,
4261,short_ponytail,short_ponytail,短马尾,,,
4262,short_shorts,short_shorts,热裤,,,
4263,short_sleeves,short_sleeves,短袖,,,
4264,short_sword,short_sword,短剑,,,
4265,short_twintails,short_twintails,短双尾发型,,,
4266,shorts,shorts,短裤,,,
4267,shorts_pull,shorts_pull,褪下短裤,,,
4268,shorts_under_skirt,shorts_under_skirt,短裙里穿着短裤,,,
4269,shotgun,shotgun,霰弹枪,,,
4270,shougi,shougi,将棋,,,
4271,shouji,shouji,障子,,,
4272,shoujo_kitou-chuu,shoujo_kitou-chuu,少女祈祷中,,,
4273,shoulder_armor,shoulder_armor,肩甲,,,
4274,shoulder_bag,shoulder_bag,挎包|单肩背包,,,
4275,shoulder_blades,shoulder_blades,肩胛骨,,,
4276,shoulder_carry,shoulder_carry,肩扛,,,
4277,shoulder_cutout,shoulder_cutout,露肩装,,,
4278,shoulder_holster,shoulder_holster,肩带式枪套,,,
4279,shoulder_pads,shoulder_pads,垫肩,,,
4280,shoulder_tattoo,shoulder_tattoo,肩部纹身,,,
4281,shouting,shouting,喊叫,,,
4282,shovel,shovel,铲子,,,
4283,shower_head,shower_head,淋浴喷头,,,
4284,showering,showering,淋浴,,,
4285,showgirl_skirt,showgirl_skirt,展会女郎装束,,,
4286,shrimp,shrimp,虾,,,
4287,shrine,shrine,神社,,,
4288,shrug_(clothing),shrug_(clothing),只包肩的女式上衣,,,
4289,shuriken,shuriken,手里剑,,,
4290,shushing,shushing,嘘(手势),,,
4291,shuuchiin_academy_uniform,shuuchiin_academy_uniform,秀知院学园制服,,,
4292,shuujin_academy_uniform,shuujin_academy_uniform,秀尽学院制服,,,
4293,shy,shy,害羞的,,,
4294,siblings,siblings,兄弟姐妹,,,
4295,sick,sick,病,,,
4296,sickle,sickle,镰刀,,,
4297,side-by-side,side-by-side,人物并排,,,
4298,side-tie_bikini,side-tie_bikini,侧边系带比基尼,,,
4299,side-tie_leotard,side-tie_leotard,侧边系带连身衣,,,
4300,side-tie_panties,side-tie_panties,侧边系带内裤,,,
4301,side_braid,side_braid,披在一侧的单条辫子,,,
4302,side_braids,side_braids,披在两侧的两条辫子,,,
4303,side_bun,side_bun,披在两侧的发髻,,,
4304,side_cutout,side_cutout,侧边开口的服饰,,,
4305,side_ponytail,side_ponytail,侧马尾,,,
4306,side_slit,side_slit,侧面有缝的服饰,,,
4307,sideboob,sideboob,侧乳,,,
4308,sideburns,sideburns,(男子的)鬓角,,,
4309,sideless_outfit,sideless_outfit,侧面没有布料的服饰,,,
4310,sidelocks,sidelocks,披在耳前的发绺,,,
4311,sidesaddle,sidesaddle,侧坐在鞍上,,,
4312,sideways_glance,sideways_glance,轻轻向侧面瞥,,,
4313,sideways_hat,sideways_hat,帽舌划到侧面,,,
4314,sideways_mouth,sideways_mouth,把嘴画在侧脸,,,
4315,sigh,sigh,画出叹气的标记,,,
4316,sign,sign,写上去的字,,,
4317,signature,signature,签名,,,
4318,silent_comic,silent_comic,默剧漫画,,,
4319,silhouette,silhouette,轮廓,,,
4320,silk,silk,蛛网|虫茧,,,
4321,silver_eyes,silver_eyes,银色的眼睛,,,
4322,silver_hair,silver_hair,银发,,,
4323,silver_trim,silver_trim,银色镶边,,,
4324,simple_background,simple_background,朴素的背景,,,
4325,simplified_chinese_text,simplified_chinese_text,简体字,,,
4326,singing,singing,唱歌,,,
4327,single_bare_shoulder,single_bare_shoulder,露出单边肩膀,,,
4328,single_boot,single_boot,一只脚没穿靴子,,,
4329,single_braid,single_braid,单股辫,,,
4330,single_detached_sleeve,single_detached_sleeve,单边没脱掉的袖子,,,
4331,single_earring,single_earring,只一边戴着耳环,,,
4332,single_elbow_glove,single_elbow_glove,单手戴着过肘的手套,,,
4333,single_gauntlet,single_gauntlet,单手穿着护臂,,,
4334,single_glove,single_glove,单手穿着手套,,,
4335,single_hair_intake,single_hair_intake,单侧进气口发型,,,
4336,single_head_wing,single_head_wing,单侧头上有翅膀,,,
4337,single_horn,single_horn,单侧长着角,,,
4338,single_kneehigh,single_kneehigh,单边穿着过膝服饰,,,
4339,single_leg_pantyhose,single_leg_pantyhose,单边穿着连裤袜,,,
4340,single_pantsleg,single_pantsleg,单边长裤,,,
4341,single_shoe,single_shoe,一只脚没穿鞋子,,,
4342,single_sleeve,single_sleeve,单边没有袖管,,,
4343,single_sock,single_sock,单边穿着长袜,,,
4344,single_strap,single_strap,单边有肩带,,,
4345,single_thighhigh,single_thighhigh,只有一条腿有穿着,,,
4346,single_vertical_stripe,single_vertical_stripe,露出单边服饰上的垂直条纹,,,
4347,single_wing,single_wing,单翼,,,
4348,sink,sink,水槽,,,
4349,sisters,sisters,姐妹,,,
4350,sitting,sitting,坐,,,
4351,sitting_on_bed,sitting_on_bed,坐在床上,,,
4352,sitting_on_desk,sitting_on_desk,坐在课桌上,,,
4353,sitting_on_face,sitting_on_face,颜面骑乘|阴部贴着脸,,,
4354,sitting_on_lap,sitting_on_lap,坐在大腿上,,,
4355,sitting_on_person,sitting_on_person,坐在人身上,,,
4356,sixteenth_note,sixteenth_note,十六分音符,,,
4357,size_difference,size_difference,体格差,,,
4358,skateboard,skateboard,滑板,,,
4359,skates,skates,溜冰鞋,,,
4360,skeleton,skeleton,骨架,,,
4361,sketch,sketch,素描,,,
4362,sketchbook,sketchbook,素描本,,,
4363,skewer,skewer,签子,,,
4364,skin-covered_horns,skin-covered_horns,被皮肤包着的角,,,
4365,skin_fang,skin_fang,把嘴的一部分画成虎牙状,,,
4366,skin_tight,skin_tight,衣服很紧显露出身体曲线或肢体特征,,,
4367,skindentation,skindentation,皮肤的凹陷,,,
4368,skinny,skinny,很瘦的身材,,,
4369,skirt,skirt,短裙,,,
4370,skirt_around_one_leg,skirt_around_one_leg,一条腿上挂着短裙,,,
4371,skirt_basket,skirt_basket,指掀起裙子时形成的篮子形状,,,
4372,skirt_flip,skirt_flip,被掀起裙子(含突发情况意义),,,
4373,skirt_hold,skirt_hold,优雅地提着裙子,,,
4374,skirt_lift,skirt_lift,将裙子掀上去,,,
4375,skirt_pull,skirt_pull,拉开裙子,,,
4376,skirt_removed,skirt_removed,脱下的短裙,,,
4377,skirt_set,skirt_set,与上衣搭配的短裙|特制的裙子套装,,,
4378,skirt_suit,skirt_suit,正装短裙,,,
4379,skirt_tug,skirt_tug,扯住裙摆|按住裙摆,,,
4380,skull,skull,骷髅,,,
4381,skull_and_crossbones,skull_and_crossbones,头骨和交叉的骨头,,,
4382,skull_earrings,skull_earrings,骷髅耳环,,,
4383,skull_hair_ornament,skull_hair_ornament,骷髅发饰,,,
4384,skull_necklace,skull_necklace,骷髅项链,,,
4385,skull_print,skull_print,骷髅印花,,,
4386,sky,sky,天空,,,
4387,skyline,skyline,天际线,,,
4388,skyscraper,skyscraper,摩天大楼,,,
4389,slap_mark,slap_mark,掌印,,,
4390,slapping,slapping,掌掴,,,
4391,slashing,slashing,砍,,,
4392,slave,slave,奴隶,,,
4393,sleep_molestation,sleep_molestation,睡奸,,,
4394,sleeping,sleeping,睡觉,,,
4395,sleeping_upright,sleeping_upright,(不躺着)睡觉|直立睡觉,,,
4396,sleepwear,sleepwear,睡衣,,,
4397,sleepy,sleepy,犯困的,,,
4398,sleeve_cuffs,sleeve_cuffs,袖口,,,
4399,sleeveless,sleeveless,无袖,,,
4400,sleeveless_dress,sleeveless_dress,无袖连衣裙,,,
4401,sleeveless_hoodie,sleeveless_hoodie,无袖连帽衫,,,
4402,sleeveless_jacket,sleeveless_jacket,无袖夹克,,,
4403,sleeveless_kimono,sleeveless_kimono,无袖和服,,,
4404,sleeveless_shirt,sleeveless_shirt,无袖衬衫,,,
4405,sleeveless_turtleneck,sleeveless_turtleneck,无袖高领毛衣,,,
4406,sleeves_folded_up,sleeves_folded_up,叠起来的袖子,,,
4407,sleeves_past_fingers,sleeves_past_fingers,袖子长过手指,,,
4408,sleeves_past_wrists,sleeves_past_wrists,袖子长过手腕,,,
4409,sleeves_pushed_up,sleeves_pushed_up,袖子往上拉起,,,
4410,sleeves_rolled_up,sleeves_rolled_up,卷起的袖子,,,
4411,sliding_doors,sliding_doors,移动门,,,
4412,slim_legs,slim_legs,修长的腿,,,
4413,slime,slime,史莱姆,,,
4414,slime_girl,slime_girl,史莱姆娘,,,
4415,sling,sling,枪支的吊带,,,
4416,slingshot_swimsuit,slingshot_swimsuit,弹弓泳衣|吊带泳衣|V字泳衣,,,
4417,slippers,slippers,拖鞋,,,
4418,slit_pupils,slit_pupils,猫瞳,,,
4419,small_breasts,small_breasts,贫乳|娇小的乳房,,,
4420,small_nipples,small_nipples,娇小的乳头,,,
4421,smartphone,smartphone,智能手机,,,
4422,smell,smell,有气味的,,,
4423,smelling,smelling,闻,,,
4424,smile,smile,微笑|笑容,,,
4425,smiley_face,smiley_face,笑脸,,,
4426,smirk,smirk,傻笑|得意的笑,,,
4427,smoke,smoke,烟,,,
4428,smokestack,smokestack,烟囱,,,
4429,smoking,smoking,吸烟,,,
4430,smoking_gun,smoking_gun,枪口冒烟,,,
4431,smug,smug,得意脸,,,
4432,snack,snack,小吃|零食,,,
4433,snail,snail,蜗牛,,,
4434,snake,snake,蛇,,,
4435,snake_hair,snake_hair,蛇发,,,
4436,snake_hair_ornament,snake_hair_ornament,蛇形发饰|蛙头发饰,,,
4437,snake_tail,snake_tail,蛇尾,,,
4438,sneakers,sneakers,运动鞋,,,
4439,sneezing,sneezing,打喷嚏,,,
4440,sniper_rifle,sniper_rifle,狙击步枪,,,
4441,snorkel,snorkel,潜水设备的通气管,,,
4442,snot,snot,鼻涕,,,
4443,snout,snout,动物口鼻部,,,
4444,snow,snow,雪|雪原,,,
4445,snow_bunny,snow_bunny,雪兔,,,
4446,snowball,snowball,雪球,,,
4447,snowflake_hair_ornament,snowflake_hair_ornament,雪花发饰,,,
4448,snowflake_print,snowflake_print,雪花印花,,,
4449,snowflakes,snowflakes,雪花,,,
4450,snowing,snowing,下雪,,,
4451,snowman,snowman,雪人,,,
4452,soaking_feet,soaking_feet,泡脚,,,
4453,soap,soap,肥皂,,,
4454,soap_bubbles,soap_bubbles,泡泡,,,
4455,soap_censor,soap_censor,肥皂泡马赛克,,,
4456,soccer,soccer,足球运动,,,
4457,soccer_ball,soccer_ball,足球,,,
4458,soccer_uniform,soccer_uniform,足球服,,,
4459,sock_garters,sock_garters,袜子吊袜带,,,
4460,sock_pull,sock_pull,拉着袜子,,,
4461,socks,socks,袜子,,,
4462,socks_removed,socks_removed,脱袜子,,,
4463,soda,soda,汽水,,,
4464,soda_bottle,soda_bottle,汽水瓶,,,
4465,soda_can,soda_can,汽水罐,,,
4466,sode,sode,当世袖,,,
4467,soldier,soldier,士兵,,,
4468,soles,soles,脚底,,,
4469,solid_circle_eyes,solid_circle_eyes,实心圆眼睛,,,
4470,solid_oval_eyes,solid_oval_eyes,实心椭圆眼睛,,,
4471,solo,solo,单独人物,,,
4472,solo_focus,solo_focus,以单独人物为焦点,,,
4473,song_name,song_name,歌名,,,
4474,sorcerer's_sutra_scroll,sorcerer's_sutra_scroll,大空卷轴,,,
4475,soul_gem,soul_gem,灵魂之石,,,
4476,sound_effects,sound_effects,拟声词,,,
4477,soup,soup,汤,,,
4478,soviet,soviet,苏联,,,
4479,space,space,宇宙,,,
4480,space_craft,space_craft,宇宙船,,,
4481,spacesuit,spacesuit,宇航服,,,
4482,spade_(shape),spade_(shape),黑桃,,,
4483,spaghetti,spaghetti,意大利面,,,
4484,spaghetti_strap,spaghetti_strap,细肩带|细吊带|肩带式,,,
4485,spandex,spandex,弹性纤维(衣物面料),,,
4486,spanked,spanked,被拍打过的屁股,,,
4487,spanking,spanking,打屁股,,,
4488,sparkle,sparkle,菱形或星形的闪光,,,
4489,sparkle_background,sparkle_background,闪着星光的背景,,,
4490,sparkling_eyes,sparkling_eyes,星星眼,,,
4491,sparks,sparks,火星子,,,
4492,sparrow,sparrow,麻雀,,,
4493,spatula,spatula,铲(厨具),,,
4494,spaulders,spaulders,护肩,,,
4495,speaker,speaker,发言者,,,
4496,spear,spear,矛,,,
4497,spear_the_gungnir,spear_the_gungnir,神枪朗基努斯,,,
4498,special_feeling_(meme),special_feeling_(meme),雪中打伞的恋人梗,,,
4499,speech_bubble,speech_bubble,对话框|会话气泡,,,
4500,speed_lines,speed_lines,速度线,,,
4501,spell_card,spell_card,魔咒卡,,,
4502,sphere,sphere,法球|水晶球,,,
4503,spider,spider,蜘蛛,,,
4504,spider_girl,spider_girl,蜘蛛娘,,,
4505,spider_lily,spider_lily,彼岸花,,,
4506,spider_web,spider_web,蜘蛛网,,,
4507,spider_web_print,spider_web_print,蛛网印花,,,
4508,spiked_bracelet,spiked_bracelet,带钉手镯,,,
4509,spiked_club,spiked_club,狼牙棒,,,
4510,spiked_collar,spiked_collar,带钉项圈,,,
4511,spiked_hair,spiked_hair,刺刺的头发,,,
4512,spiked_shell,spiked_shell,带刺的龟壳,,,
4513,spiked_tail,spiked_tail,带刺的尾巴,,,
4514,spikes,spikes,尖刺|带钉的,,,
4515,spill,spill,液体从容器中漫出来,,,
4516,spilling,spilling,从容器中倒出液体的动作,,,
4517,spine,spine,脊柱,,,
4518,spinning,spinning,有中心的旋转,,,
4519,spiral_eyes,spiral_eyes,漩涡眼,,,
4520,spirit,spirit,还魂|伴灵|精神体,,,
4521,spit_take,spit_take,惊讶或无语到喷了,,,
4522,spitroast,spitroast,女性的嘴和下半身被夹攻的体位,,,
4523,spitting,spitting,从嘴里吐出液体的动作,,,
4524,splashing,splashing,飞溅,,,
4525,splattershot_(splatoon),splattershot_(splatoon),水球小绿(喷射战士),,,
4526,split,split,分开,,,
4527,split_ponytail,split_ponytail,尾部散开的单马尾发型,,,
4528,split_screen,split_screen,分屏,,,
4529,spoken_anger_vein,spoken_anger_vein,表发怒的会话气泡,,,
4530,spoken_blush,spoken_blush,表脸红害羞的会话气泡,,,
4531,spoken_ellipsis,spoken_ellipsis,会话气泡里带省略号,,,
4532,spoken_exclamation_mark,spoken_exclamation_mark,会话气泡里带感叹号,,,
4533,spoken_heart,spoken_heart,会话气泡里带爱心,,,
4534,spoken_interrobang,spoken_interrobang,"会话气泡里出现""!?""",,,
4535,spoken_musical_note,spoken_musical_note,表哼歌的会话气泡,,,
4536,spoken_object,spoken_object,会话气泡里出现指代物,,,
4537,spoken_question_mark,spoken_question_mark,表疑惑的会话气泡,,,
4538,spoken_squiggle,spoken_squiggle,表不满和发牢骚的会话气泡,,,
4539,spoken_sweatdrop,spoken_sweatdrop,表(流汗)无语的会话气泡,,,
4540,sponge,sponge,海绵|搓澡棉,,,
4541,spoon,spoon,汤勺,,,
4542,spoon_in_mouth,spoon_in_mouth,嘴里含着勺子,,,
4543,sports_bikini,sports_bikini,运动比基尼,,,
4544,sports_bra,sports_bra,运动内衣,,,
4545,sportswear,sportswear,运动服,,,
4546,spot_color,spot_color,在黑白的画中特意少量使用一些颜色,,,
4547,spotlight,spotlight,聚光灯,,,
4548,spread_anus,spread_anus,掰开肛门,,,
4549,spread_arms,spread_arms,伸展双臂,,,
4550,spread_ass,spread_ass,摊开屁股,,,
4551,spread_fingers,spread_fingers,张开手指,,,
4552,spread_legs,spread_legs,张开腿|M字张腿|桃色蹲姿|V字张腿,,,
4553,spread_pussy,spread_pussy,掰开阴部|掰穴|掰开的阴部,,,
4554,spread_pussy_under_clothes,spread_pussy_under_clothes,隔着衣物掰穴,,,
4555,spread_toes,spread_toes,张开脚趾,,,
4556,spreader_bar,spreader_bar,调教用的撑杆,,,
4557,spring_(season),spring_(season),春季,,,
4558,spring_onion,spring_onion,大葱,,,
4559,square_4koma,square_4koma,方块四格漫画,,,
4560,squatting,squatting,蹲|工口蹲,,,
4561,squid,squid,乌贼|鱿鱼,,,
4562,squidbeak_splatoon,squidbeak_splatoon,乌贼军团(喷射战士),,,
4563,squiggle,squiggle,表不满和发牢骚的符号,,,
4564,squirrel,squirrel,松鼠,,,
4565,squirrel_ears,squirrel_ears,松鼠耳朵,,,
4566,squirrel_tail,squirrel_tail,松鼠尾巴,,,
4567,st._gloriana's_(emblem),st._gloriana's_(emblem),圣葛罗莉安娜女学园校徽,,,
4568,st._gloriana's_military_uniform,st._gloriana's_military_uniform,圣葛罗莉安娜军装,,,
4569,st._gloriana's_school_uniform,st._gloriana's_school_uniform,圣葛罗莉安娜女学园校服,,,
4570,staff,staff,工作人员,,,
4571,staff_(music),staff_(music),工作人员(音乐),,,
4572,stage,stage,舞台,,,
4573,stage_lights,stage_lights,舞台灯光,,,
4574,stain,stain,污渍,,,
4575,stained_glass,stained_glass,彩色玻璃,,,
4576,stairs,stairs,台阶,,,
4577,stand_(jojo),stand_(jojo),替身(JOJO),,,
4578,standing,standing,站立的,,,
4579,standing_on_liquid,standing_on_liquid,站在水上或液体上,,,
4580,standing_on_one_leg,standing_on_one_leg,单腿站立,,,
4581,standing_sex,standing_sex,站立后入,,,
4582,standing_split,standing_split,站立劈叉|站立高抬腿,,,
4583,star-shaped_pupils,star-shaped_pupils,星星眼,,,
4584,star_(sky),star_(sky),星星(天空中的),,,
4585,star_(symbol),star_(symbol),星形,,,
4586,star_choker,star_choker,星形项圈,,,
4587,star_earrings,star_earrings,星形耳环,,,
4588,star_guardian_(league_of_legends),star_guardian_(league_of_legends),星之守护者(英雄联盟),,,
4589,star_hair_ornament,star_hair_ornament,星形发饰,,,
4590,star_in_eye,star_in_eye,星星眼,,,
4591,star_necklace,star_necklace,星形项链,,,
4592,star_of_david,star_of_david,六芒星,,,
4593,star_pasties,star_pasties,星形乳贴,,,
4594,star_print,star_print,星形图案|星形印花,,,
4595,starfish,starfish,海星,,,
4596,staring,staring,凝视|盯,,,
4597,starlight_academy_uniform,starlight_academy_uniform,星光学园制服,,,
4598,starry_background,starry_background,星空背景,,,
4599,starry_sky,starry_sky,星空,,,
4600,starry_sky_print,starry_sky_print,星空印花,,,
4601,starter_pokemon,starter_pokemon,宝可梦御三家,,,
4602,starter_pokemon_trio,starter_pokemon_trio,三只宝可梦御三家,,,
4603,stationary_restraints,stationary_restraints,用装置强行固定人体,,,
4604,stats,stats,属性栏|状态表,,,
4605,statue,statue,雕像,,,
4606,stealth_sex,stealth_sex,隐奸,,,
4607,steam,steam,蒸汽,,,
4608,steam_censor,steam_censor,蒸汽马赛克|雾气马赛克,,,
4609,steaming_body,steaming_body,发情,,,
4610,steampunk,steampunk,蒸汽朋克,,,
4611,steepled_fingers,steepled_fingers,指尖抵着指间,,,
4612,steering_wheel,steering_wheel,方向盘,,,
4613,stepped_on,stepped_on,踩着,,,
4614,stethoscope,stethoscope,听诊器,,,
4615,stick,stick,木条|木棍样式的东西,,,
4616,stick_poster,stick_poster,海报,,,
4617,sticker,sticker,贴纸,,,
4618,stile_uniform,stile_uniform,女侍从的制服,,,
4619,stiletto_heels,stiletto_heels,细跟高跟鞋,,,
4620,stirrup_legwear,stirrup_legwear,马镫袜,,,
4621,stitches,stitches,缝合的缝线,,,
4622,stomach,stomach,小腹,,,
4623,stomach_bulge,stomach_bulge,鼓起的小腹,,,
4624,stomach_tattoo,stomach_tattoo,腹部纹身,,,
4625,stone,stone,石头,,,
4626,stone_lantern,stone_lantern,石灯笼,,,
4627,stool,stool,凳子,,,
4628,storefront,storefront,店面,,,
4629,stove,stove,灶台,,,
4630,straddling,straddling,跨坐,,,
4631,straight_hair,straight_hair,直发,,,
4632,straitjacket,straitjacket,拘束服,,,
4633,strangling,strangling,绞首,,,
4634,strap,strap,大件物品的吊带,,,
4635,strap-on,strap-on,戴着假阴茎,,,
4636,strap_between_breasts,strap_between_breasts,勒在乳房之间的带子,,,
4637,strap_gap,strap_gap,泛指覆盖面少的吊带胸罩,,,
4638,strap_lift,strap_lift,往上掰衣物的吊带,,,
4639,strap_slip,strap_slip,衣物吊带滑落(导致走光),,,
4640,strapless,strapless,无肩带款式,,,
4641,strapless_bikini,strapless_bikini,无肩带比基尼,,,
4642,strapless_bra,strapless_bra,无肩带胸罩,,,
4643,strapless_dress,strapless_dress,无肩带连衣裙,,,
4644,strapless_leotard,strapless_leotard,无肩带连身衣,,,
4645,strappy_heels,strappy_heels,带束带的高跟鞋,,,
4646,straw_hat,straw_hat,草帽,,,
4647,strawberry,strawberry,草莓,,,
4648,strawberry_hair_ornament,strawberry_hair_ornament,草莓发饰,,,
4649,strawberry_panties,strawberry_panties,草莓内裤,,,
4650,strawberry_print,strawberry_print,草莓印花,,,
4651,strawberry_shortcake,strawberry_shortcake,草莓蛋糕|镶草莓的糕点,,,
4652,stray_pubic_hair,stray_pubic_hair,沾着阴毛|掉落的阴毛,,,
4653,streaked_hair,streaked_hair,有其他颜色条纹的头发,,,
4654,stream,stream,流动的,,,
4655,streaming_tears,streaming_tears,流泪,,,
4656,street,street,街道,,,
4657,stretch,stretch,做伸展运动|伸懒腰,,,
4658,striker_unit,striker_unit,强袭兵装,,,
4659,string,string,绳子,,,
4660,string_bikini,string_bikini,系绳比基尼,,,
4661,string_of_fate,string_of_fate,命运的红线,,,
4662,string_of_flags,string_of_flags,彩旗串,,,
4663,string_panties,string_panties,系绳内裤,,,
4664,striped,striped,条纹样式的,,,
4665,striped_background,striped_background,条纹背景,,,
4666,striped_bikini,striped_bikini,条纹比基尼,,,
4667,striped_bow,striped_bow,条纹蝴蝶结,,,
4668,striped_bra,striped_bra,条纹胸罩,,,
4669,striped_dress,striped_dress,条纹连衣裙,,,
4670,striped_gloves,striped_gloves,条纹手套,,,
4671,striped_hoodie,striped_hoodie,条纹连帽衫,,,
4672,striped_kimono,striped_kimono,条纹和服,,,
4673,striped_legwear,striped_legwear,条纹裤袜,,,
4674,striped_neckwear,striped_neckwear,条纹领子,,,
4675,striped_panties,striped_panties,条纹内裤,,,
4676,striped_pants,striped_pants,条纹裤,,,
4677,striped_ribbon,striped_ribbon,条纹缎带,,,
4678,striped_scarf,striped_scarf,条纹围巾,,,
4679,striped_shirt,striped_shirt,条纹衬衫,,,
4680,striped_shorts,striped_shorts,条纹短裤,,,
4681,striped_skirt,striped_skirt,条纹裙,,,
4682,striped_sleeves,striped_sleeves,条纹袖子,,,
4683,striped_sweater,striped_sweater,条纹毛衣,,,
4684,striped_swimsuit,striped_swimsuit,条纹泳衣,,,
4685,striped_tail,striped_tail,条纹尾巴,,,
4686,stripper_pole,stripper_pole,钢管舞用的钢管,,,
4687,stubble,stubble,胡茬,,,
4688,stuck,stuck,壁尻,,,
4689,stud_earrings,stud_earrings,耳钉,,,
4690,studded_belt,studded_belt,镶钉皮带,,,
4691,stuffed_animal,stuffed_animal,毛绒玩具,,,
4692,stuffed_bunny,stuffed_bunny,兔子玩偶,,,
4693,stuffed_toy,stuffed_toy,填料布偶玩具,,,
4694,style_parody,style_parody,画风模仿,,,
4695,stylus,stylus,数绘笔,,,
4696,submachine_gun,submachine_gun,冲锋枪,,,
4697,submerged,submerged,被淹没的,,,
4698,subtitled,subtitled,带字幕的,,,
4699,succubus,succubus,魅魔,,,
4700,suction_cups,suction_cups,触手吸盘,,,
4701,sugar_cube,sugar_cube,方糖,,,
4702,suggestive_fluid,suggestive_fluid,暗示性的白色液体,,,
4703,suit,suit,西装,,,
4704,suit_jacket,suit_jacket,西装外套,,,
